objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Pathfinder Adventure Card Game: Rise of the Runelords – ""Tup"" Promo Character Card Set","202139","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48949905","0","7.30448","0","0","235","thing","Pathfinder Adventure Card Game: Rise of the Runelords – ""Tup"" Promo Character Card Set","1","6","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","142423","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468591","6.58475","7.6509","2.6508","0","6356","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","1","6","90","90","90","2013","1,2,3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","144873","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468597","6.48045","7.68912","2.4565","0","5362","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","1","6","90","90","90","2013","1,2,3,4,5,6","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 4: Fortress of the Stone Giants","149261","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468604","6.33592","7.68107","2.4103","0","4587","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 4: Fortress of the Stone Giants","1","6","0","0","0","2014","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 5: Sins of the Saviors","150074","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468606","6.25616","7.6698","2.5667","0","4133","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 5: Sins of the Saviors","1","6","90","90","90","2014","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 6: Spires of Xin-Shalast","150798","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468620","6.22665","7.69965","2.5357","0","3901","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 6: Spires of Xin-Shalast","1","6","120","120","120","2014","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","133038","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468588","7.04573","7.28817","2.713","315","16919","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","1","4","90","90","90","2013","1,2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Character Add-On Deck","139037","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468594","6.69809","7.63702","2.726","0","6542","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Character Add-On Deck","1","6","90","90","90","2013","1,2,3,4,5,6","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 2 – Raiders of the Fever Sea","157991","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468632","5.84345","7.77455","2.6923","0","1965","thing","Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 2 – Raiders of the Fever Sea","1","6","90","90","90","2014","1,2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 3 – Tempest Rising","159038","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468635","5.79769","7.7828","2.4","0","1702","thing","Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 3 – Tempest Rising","1","6","90","90","90","2014","1,2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 4 –  Island of Empty Eyes","160589","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468636","5.77594","7.82382","2.6","0","1585","thing","Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 4 –  Island of Empty Eyes","1","6","90","90","90","2014","1,2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 5 – The Price of Infamy","161434","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468639","5.73872","7.76141","2.6667","0","1493","thing","Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 5 – The Price of Infamy","1","6","90","90","90","2015","1,2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 6 – From Hell's Heart","162870","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468641","5.73196","7.77118","2.5714","0","1443","thing","Pathfinder Adventure Card Game: Skull & Shackles Adventure Deck 6 – From Hell's Heart","1","6","90","90","90","2015","1,2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles – ""Ranzak"" Promo Character Card Set","157992","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48949899","5.62834","7.73205","2.75","0","662","thing","Pathfinder Adventure Card Game: Skull & Shackles – ""Ranzak"" Promo Character Card Set","1","4","90","90","90","2014","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles – Base Set","151007","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468628","6.64103","7.38456","2.9615","719","5550","thing","Pathfinder Adventure Card Game: Skull & Shackles – Base Set","1","4","120","120","120","2014","1,2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Skull & Shackles – Character Add-On Deck","151008","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468631","5.96673","7.83547","2.75","0","2093","thing","Pathfinder Adventure Card Game: Skull & Shackles – Character Add-On Deck","1","6","120","120","120","2014","1,2,3,4,5","1,3,4,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 2 – Sword of Valor","171818","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468651","5.71082","8.058","2.5","0","1090","thing","Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 2 – Sword of Valor","1","4","90","90","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 3 – Demon's Heresy","172649","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468655","5.69084","8.13906","2","0","1017","thing","Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 3 – Demon's Heresy","1","4","90","0","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 4 – The Midnight Isles","174782","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468657","5.65602","8.02407","2","0","954","thing","Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 4 – The Midnight Isles","1","4","90","0","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 5 – Herald of the Ivory Labyrinth","176188","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468660","5.64966","8.11867","2","0","794","thing","Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 5 – Herald of the Ivory Labyrinth","1","4","90","90","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 6 – City of Locusts","177508","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468662","5.63458","8.01857","2","0","759","thing","Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 6 – City of Locusts","1","4","90","0","90","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous – ""Ekkie"" Promo Character Card Set","173795","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48949902","5.58299","7.80222","2.3333","0","344","thing","Pathfinder Adventure Card Game: Wrath of the Righteous – ""Ekkie"" Promo Character Card Set","1","6","90","0","90","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set","169416","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468646","6.32557","7.55971","3.1351","1238","2704","thing","Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set","1","4","120","120","120","2015","1,2,3,4","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Wrath of the Righteous – Character Add-On Deck","170960","0","","0","0","0","0","0","0","1","0","0","3","","","","","","42468648","5.75233","8.03442","2.3333","0","1117","thing","Pathfinder Adventure Card Game: Wrath of the Righteous – Character Add-On Deck","1","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Perfect Heist","131144","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468747","5.5188","6.0513","2.25","11709","204","thing","The Perfect Heist","3","6","60","60","60","2013","3,4,5,6","5","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Phase 10","1258","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468467","5.08385","5.09393","1.309","16539","11983","thing","Phase 10","2","6","45","45","45","1982","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pie Rats of the Carob Bean Farm","197571","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631568","0","6.276","0","0","75","thing","Pie Rats of the Carob Bean Farm","2","6","45","45","30","2016","2,4,5,6","4,5","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pie Rats of the Carob Bean Farm: Curse of the Farmer's Wife","238284","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631571","0","0","0","0","16","thing","Pie Rats of the Carob Bean Farm: Curse of the Farmer's Wife","2","6","45","45","30","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Pixel Tactics Deluxe","169274","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468740","5.99005","7.52145","2.5833","2217","1704","thing","Pixel Tactics Deluxe","2","4","45","45","45","2015","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Quarriors!","91536","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468752","6.63421","6.78407","1.9659","726","16160","thing","Quarriors!","2","4","30","30","30","2011","2,3,4","","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Reavers of Midgard","242684","0","","0","0","0","0","0","0","0","1","0","3","","","","","","56632079","0","8.8381","0","0","111","thing","Reavers of Midgard","2","4","90","90","75","2019","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"The Resistance","41114","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468472","7.23334","7.34958","1.6237","191","46943","thing","The Resistance","5","10","30","30","30","2009","5,6,7,8,9,10","7","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Resistance: Avalon","128882","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56662858","7.47275","7.64063","1.7741","91","30162","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island","121921","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48949983","7.75518","7.92384","3.7465","41","38962","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2012","1,2,3,4","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Robo Rally","216201","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468670","6.32903","7.21382","2.1579","1230","2938","thing","Robo Rally","2","6","120","120","20","2016","3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll For It! Gen Con Edition","164812","0","","0","1","0","0","0","0","0","0","0","3","","","","","","48950001","6.10022","6.65578","1.1034","1815","3442","thing","Roll For It! Deluxe Edition","2","8","30","30","30","2014","2,3,4,5,6,7,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Calliope Games","English","2014","English limited edition 2014"
"Roll for the Galaxy","132531","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468758","7.59791","7.74634","2.7574","64","25835","thing","Roll for the Galaxy","2","5","45","45","45","2014","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll for the Galaxy: Terraforming Colony/Diversified Economy Promo Tile","211347","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038122","5.71854","7.6329","2.5","0","1173","thing","Roll for the Galaxy: Terraforming Colony/Diversified Economy Promo Tile","2","5","45","45","45","2016","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Roll Player","169426","0","","0","0","0","0","0","1","0","0","1","3","","","","","","56706804","7.16642","7.53719","2.3902","239","9410","thing","Roll Player","1","4","90","90","60","2016","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll to the Top!","240225","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631805","5.81025","6.97122","1.1111","3190","585","thing","Roll to the Top!","2","5","25","25","15","2018","1,2,3,4,5","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll to the Top!: Roll Through Africa","255965","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56631811","0","6.46667","0","0","40","thing","Roll to the Top!: Roll Through Africa","2","5","25","25","15","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Saboteur","9220","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468493","6.50097","6.60843","1.3306","906","30680","thing","Saboteur","3","10","30","30","30","2004","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sagrada","199561","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56663456","7.37498","7.60151","1.8761","124","19050","thing","Sagrada","1","4","45","45","30","2017","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sagrada: 5 & 6 Player Expansion","244262","0","","0","1","0","0","0","0","0","0","0","1","","","","","","51091308","6.09793","7.93304","2","0","3141","thing","Sagrada: 5 & 6 Player Expansion","5","6","40","40","20","2018","2,3,4","2,3","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Scythe","169786","0","","0","0","0","0","0","1","0","0","1","3","","","","","","56631998","8.11698","8.29073","3.3703","7","46871","thing","Scythe","1","5","115","115","90","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Scythe: The Rise of Fenris","242277","0","","0","0","0","0","0","1","0","0","1","3","","","","","","56632004","7.30551","9.06961","3.0833","0","7642","thing","Scythe: The Rise of Fenris","1","5","150","150","75","2018","1,2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse","102652","0","","0","1","0","0","0","0","0","0","0","3","","Lots of expansions","","","","42468782","7.0639","7.28357","2.497","298","18769","thing","Sentinels of the Multiverse","2","5","60","60","30","2011","1,2,3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Ambuscade Villain Character","126951","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038291","6.37999","7.73537","2.1852","0","3900","thing","Sentinels of the Multiverse: Ambuscade Villain Character","2","5","60","60","60","2012","2,3","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: America's Greatest Legacy Promo Card","134394","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038270","5.74034","8.27479","2.6667","0","721","thing","Sentinels of the Multiverse: America's Greatest Legacy Promo Card","2","5","45","45","45","2013","4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Chokepoint Villain Character","181683","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038406","5.85134","7.84486","1","0","1670","thing","Sentinels of the Multiverse: Chokepoint Villain Character","1","5","0","0","0","2015","3","3","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Chrono-Ranger – The Best of Times Promo Card","191287","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038442","5.59791","7.84151","0","0","470","thing","Sentinels of the Multiverse: Chrono-Ranger – The Best of Times Promo Card","2","5","30","0","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Complete Hero Variant Collection","195338","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038390","5.84552","8.67771","0","0","1292","thing","Sentinels of the Multiverse: Complete Hero Variant Collection","2","5","60","60","30","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Cosmic Omnitron Villain Promo Card","126949","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038312","5.80326","7.9716","2.3333","0","821","thing","Sentinels of the Multiverse: Cosmic Omnitron Villain Promo Card","2","5","60","60","60","2012","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Dark Visionary Promo Card","134391","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038359","5.78565","7.99459","2.6667","0","812","thing","Sentinels of the Multiverse: Dark Visionary Promo Card","2","5","45","45","45","2013","4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Freedom Six Promo Pack","134392","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038244","5.79998","8.20649","2.4","0","792","thing","Sentinels of the Multiverse: Freedom Six Promo Pack","2","5","45","45","45","2013","4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: G.I. Bunker Promo Card","146417","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038379","5.69405","7.88894","2.5","0","646","thing","Sentinels of the Multiverse: G.I. Bunker Promo Card","2","5","45","45","45","2014","4","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Guise Hero Character","164340","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038346","6.15473","7.95589","2.0769","0","2546","thing","Sentinels of the Multiverse: Guise Hero Character","2","5","60","60","60","2015","2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Infernal Relics","123726","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038152","6.9424","8.1281","2.4286","0","4754","thing","Sentinels of the Multiverse: Infernal Relics","2","5","30","30","30","2012","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: KNYFE Rogue Agent Promo Card","165194","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038407","5.72772","7.95492","2","0","890","thing","Sentinels of the Multiverse: KNYFE Rogue Agent Promo Card","2","5","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Kvothe Six-String Argent Adept Promo Card","169968","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038383","5.62239","8.03281","3","0","441","thing","Sentinels of the Multiverse: Kvothe Six-String Argent Adept Promo Card","2","5","45","45","45","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Mad Bomber Blade Villain Promo Card","126950","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038356","5.80242","7.99341","2.5","0","775","thing","Sentinels of the Multiverse: Mad Bomber Blade Villain Promo Card","2","5","60","60","60","2012","3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Miss Information Villain Character","133597","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038301","6.36121","7.83584","2.381","0","3632","thing","Sentinels of the Multiverse: Miss Information Villain Character","2","5","60","60","60","2013","2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: OblivAeon","192926","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038251","5.75542","7.63343","3.125","0","1600","thing","Sentinels of the Multiverse: OblivAeon","2","5","60","60","30","2018","3,4,5","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Omnitron IV Environment","163676","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038384","6.01199","7.97514","2","0","2266","thing","Sentinels of the Multiverse: Omnitron IV Environment","2","5","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Oversized Villain Cards","235182","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038575","5.59698","8.29767","0","0","485","thing","Sentinels of the Multiverse: Oversized Villain Cards","2","5","0","0","0","2012","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Ra, Horus of Two Horizons Promo Card","124138","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038304","5.7298","7.82612","2.3333","0","667","thing","Sentinels of the Multiverse: Ra, Horus of Two Horizons Promo Card","2","5","30","30","30","2012","4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Redeemer Fanatic Promo Card","124773","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038305","5.76363","8.10072","2.6667","0","653","thing","Sentinels of the Multiverse: Redeemer Fanatic Promo Card","2","5","30","30","30","2012","4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Rook City","110242","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038158","6.87871","7.90794","2.3889","0","5180","thing","Sentinels of the Multiverse: Rook City","2","5","30","30","30","2012","2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Scholar of the Infinite Promo Card","191286","0","","0","0","0","0","0","0","0","0","0","1","","","","","","49038445","5.59974","7.65667","0","0","451","thing","Sentinels of the Multiverse: Scholar of the Infinite Promo Card","2","5","120","120","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Shattered Timelines","132959","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038157","7.07645","8.19641","2.4314","0","6148","thing","Sentinels of the Multiverse: Shattered Timelines","2","5","60","60","60","2013","2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Silver Gulch, 1883 Environment","134388","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038368","6.36583","7.83619","2.2174","0","3587","thing","Sentinels of the Multiverse: Silver Gulch, 1883 Environment","2","5","45","45","45","2013","3,4,5","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Adamant Sentinels Promo Pack","191290","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038440","5.60673","8.03273","0","0","427","thing","Sentinels of the Multiverse: The Adamant Sentinels Promo Pack","2","5","30","0","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Celestial Tribunal Environment","181682","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038414","5.83268","7.91148","1","0","1624","thing","Sentinels of the Multiverse: The Celestial Tribunal Environment","2","5","60","60","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Eternal Haka Promo Card","134393","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038375","5.76246","7.94589","2.6667","0","802","thing","Sentinels of the Multiverse: The Eternal Haka Promo Card","2","5","45","45","45","2013","4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Final Wasteland Environment","134396","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038363","6.36172","7.89286","2.4","0","3495","thing","Sentinels of the Multiverse: The Final Wasteland Environment","2","5","45","45","45","2013","3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Hunted Naturalist Promo Card","191289","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038444","5.6088","7.95536","0","0","426","thing","Sentinels of the Multiverse: The Hunted Naturalist Promo Card","2","5","30","0","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Prime Wardens Promo Pack","163659","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038342","5.75631","8.08102","3.5","0","950","thing","Sentinels of the Multiverse: The Prime Wardens Promo Pack","2","5","60","60","60","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: The Scholar Hero Character","134389","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038302","6.44003","7.92828","2.3636","0","3728","thing","Sentinels of the Multiverse: The Scholar Hero Character","2","5","45","45","45","2013","2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
